,disease,drug
694,"Anemia, Drug Induced",epoetin alfa
695,"Anemia, Drug Induced",epoetin alfa
696,Iron Deficiency Anemia,ferrous sulfate
697,Iron Deficiency Anemia,ferrous gluconate
698,Iron Deficiency Anemia,ferrous fumarate
699,Iron Deficiency Anemia,iron polysaccharide
700,Iron Deficiency Anemia,ferumoxytol
701,Iron Deficiency Anemia,iron sucrose
702,"Anemia, Megaloblastic",folic acid
703,"Anemia, Megaloblastic",leucovorin
704,"Anemia, Sickle Cell",hydroxyurea
705,"Anemia, Sickle Cell",vitamin e
706,"Anemia, Sickle Cell",glutamine
707,"Anemia, Sickle Cell",crizanlizumab
708,Anesthesia,propofol
709,Anesthesia,lidocaine
710,Anesthesia,fentanyl
711,Anesthesia,lidocaine / prilocaine
712,Anesthesia,ketamine
713,Anesthesia,succinylcholine
714,Anesthesia,glycopyrrolate
715,Anesthesia,lidocaine
716,Anesthesia,rocuronium
717,Anesthesia,etomidate
718,Anesthesia,vecuronium
719,Anesthesia,hyoscyamine
720,Anesthesia,cisatracurium
721,Anesthetic Adjunct,hydromorphone
722,Anesthetic Adjunct,fentanyl
723,Anesthetic Adjunct,atracurium
724,Anesthetic Adjunct,butorphanol
725,Anesthetic Adjunct,methohexital
726,Angina,aspirin
727,Angina,nitroglycerin
728,Angina,metoprolol
729,Angina,amlodipine
730,Angina,isosorbide mononitrate
731,Angina,isosorbide dinitrate
732,Angina,enoxaparin
733,Angina,ranolazine
734,Angina,atenolol
735,Angina,carvedilol
736,Angina,amlodipine / atorvastatin
737,Angina,aspirin
738,Angina,nitroglycerin
739,Angina,metoprolol
740,Angina,amlodipine
741,Angina,isosorbide mononitrate
742,Angina,isosorbide dinitrate
743,Angina,enoxaparin
744,Angina,ranolazine
745,Angina,atenolol
746,Angina,carvedilol
747,Angina,amlodipine / atorvastatin
748,Angina Pectoris Prophylaxis,isosorbide mononitrate
749,Angina Pectoris Prophylaxis,aspirin
750,Angina Pectoris Prophylaxis,metoprolol
751,Angina Pectoris Prophylaxis,nitroglycerin
752,Angina Pectoris Prophylaxis,diltiazem
753,Angina Pectoris Prophylaxis,bisoprolol
754,Angina Pectoris Prophylaxis,isosorbide dinitrate
755,Angina Pectoris Prophylaxis,nifedipine
756,Angina Pectoris Prophylaxis,atenolol
757,Angina,aspirin
758,Angina,nitroglycerin
759,Angina,metoprolol
760,Angina,amlodipine
761,Angina,isosorbide mononitrate
762,Angina,isosorbide dinitrate
763,Angina,enoxaparin
764,Angina,ranolazine
765,Angina,atenolol
766,Angina,carvedilol
767,Angina,amlodipine / atorvastatin
768,Angina,aspirin
769,Angina,nitroglycerin
770,Angina,metoprolol
771,Angina,amlodipine
772,Angina,isosorbide mononitrate
773,Angina,isosorbide dinitrate
774,Angina,enoxaparin
775,Angina,ranolazine
776,Angina,atenolol
777,Angina,carvedilol
778,Angina,amlodipine / atorvastatin
779,Angina,aspirin
780,Angina,nitroglycerin
781,Angina,metoprolol
782,Angina,amlodipine
783,Angina,isosorbide mononitrate
784,Angina,isosorbide dinitrate
785,Angina,enoxaparin
786,Angina,ranolazine
787,Angina,atenolol
788,Angina,carvedilol
789,Angina,amlodipine / atorvastatin
790,Angioblastoma,interferon alfa-2b
791,Angiocardiography,iohexol
792,Angioedema,danazol
793,Magnetic Resonance Angiography,gadobenate dimeglumine
794,Peripheral Angiography,iohexol
795,Renal Angiomyolipoma,everolimus
796,Angioedema,danazol
797,Angiostrongylosis,mebendazole
798,Muscle Pain,ibuprofen
799,Muscle Pain,naproxen
800,Muscle Pain,acetaminophen
801,Muscle Pain,diclofenac
802,Muscle Pain,nabumetone
803,Muscle Pain,ibuprofen
804,Muscle Pain,naproxen
805,Muscle Pain,acetaminophen
806,Muscle Pain,diclofenac
807,Muscle Pain,nabumetone
808,Muscle Pain,ibuprofen
809,Muscle Pain,naproxen
810,Muscle Pain,acetaminophen
811,Muscle Pain,diclofenac
812,Muscle Pain,nabumetone
813,Edema,furosemide
814,Edema,hydrochlorothiazide
815,Edema,spironolactone
816,Edema,bumetanide
817,Edema,metolazone
818,Edema,torsemide
819,Edema,hydrochlorothiazide / triamterene
820,Edema,hydrochlorothiazide / spironolactone
821,Edema,triamterene
822,Edema,chlorthalidone
823,Edema,pamabrom
824,Edema,acetazolamide
825,Diffuse Idiopathic Skeletal Hyperostosis,ibuprofen
826,Diffuse Idiopathic Skeletal Hyperostosis,naproxen
827,Ankylosing Spondylitis,diclofenac
828,Ankylosing Spondylitis,prednisone
829,Ankylosing Spondylitis,naproxen
830,Ankylosing Spondylitis,indomethacin
831,Ankylosing Spondylitis,celecoxib
832,Ankylosing Spondylitis,adalimumab
833,Ankylosing Spondylitis,aspirin
834,Ankylosing Spondylitis,etanercept
835,Ankylosing Spondylitis,sulindac
836,Ankylosing Spondylitis,infliximab
837,Anorexia,cyproheptadine
838,Anorexia,megestrol
839,Anorexia,dronabinol
840,Anorexia,olanzapine
841,Anorexia Nervosa,olanzapine
842,Anorexia Nervosa,cyproheptadine
843,AIDS Related Wasting,dronabinol
844,AIDS Related Wasting,megestrol
845,AIDS Related Wasting,somatropin
846,Anorexia/Feeding Problems,fluvoxamine
847,Muscle Pain,ibuprofen
848,Muscle Pain,naproxen
849,Muscle Pain,acetaminophen
850,Muscle Pain,diclofenac
851,Muscle Pain,nabumetone
852,Muscle Pain,ibuprofen
853,Muscle Pain,naproxen
854,Muscle Pain,acetaminophen
855,Muscle Pain,diclofenac
856,Muscle Pain,nabumetone
857,Anthrax,ciprofloxacin
858,Anthrax,levofloxacin
859,Anthrax,doxycycline
860,Anthrax,moxifloxacin
861,Anthrax,penicillin g potassium
862,Anthrax,chloramphenicol
863,Anthrax,ofloxacin
864,Anthrax,anthrax immune globulin intravenous
865,Anthrax Prophylaxis,amoxicillin
866,Anthrax Prophylaxis,levofloxacin
867,Anthrax Prophylaxis,ciprofloxacin
868,Anthrax Prophylaxis,doxycycline
869,Anthrax Prophylaxis,moxifloxacin
870,Anthrax Prophylaxis,anthrax vaccine adsorbed
871,Anthrax Prophylaxis,ofloxacin
872,Anthrax,ciprofloxacin
873,Anthrax,levofloxacin
874,Anthrax,doxycycline
875,Anthrax,moxifloxacin
876,Anthrax,penicillin g potassium
877,Anthrax,chloramphenicol
878,Anthrax,ofloxacin
879,Anthrax,anthrax immune globulin intravenous
880,Anthrax,ciprofloxacin
881,Anthrax,levofloxacin
882,Anthrax,doxycycline
883,Anthrax,moxifloxacin
884,Anthrax,penicillin g potassium
885,Anthrax,chloramphenicol
886,Anthrax,ofloxacin
887,Anthrax,anthrax immune globulin intravenous
888,Anthrax,ciprofloxacin
889,Anthrax,levofloxacin
890,Anthrax,doxycycline
891,Anthrax,moxifloxacin
892,Anthrax,penicillin g potassium
893,Anthrax,chloramphenicol
894,Anthrax,ofloxacin
895,Anthrax,anthrax immune globulin intravenous
896,Anti NMDA Receptor Encephalitis,immune globulin intravenous
897,Ethylene Glycol Poisoning,fomepizole
898,Pseudomembranous Colitis,metronidazole
899,Pseudomembranous Colitis,vancomycin
900,Anticholinergic Syndrome,physostigmine
901,Anticholinesterase Overdose,pralidoxime
902,Anticholinesterase Poisoning,atropine
903,Anticoagulation During Pregnancy,heparin
904,"Sexual Dysfunction, SSRI Induced",buspirone
905,"Sexual Dysfunction, SSRI Induced",sildenafil
906,"Sexual Dysfunction, SSRI Induced",bupropion
907,"Sexual Dysfunction, SSRI Induced",dextroamphetamine
908,"Sexual Dysfunction, SSRI Induced",cyproheptadine
909,"Sexual Dysfunction, SSRI Induced",amantadine
910,Antiphospholipid Syndrome,warfarin
911,Antiphospholipid Syndrome,aspirin
912,Antiphospholipid Syndrome,heparin
913,Antiphospholipid Syndrome,warfarin
914,Antiphospholipid Syndrome,aspirin
915,Antiphospholipid Syndrome,heparin
916,Antithrombin III Deficiency,antithrombin iii
917,Antithrombin III Deficiency,antithrombin (recombinant)
918,Anxiety,clonazepam
919,Anxiety,alprazolam
920,Anxiety,lorazepam
921,Anxiety,buspirone
922,Anxiety,hydroxyzine
923,Anxiety,diazepam
924,Anxiety,escitalopram
925,Anxiety,gabapentin
926,Anxiety,propranolol
927,Anxiety,trazodone
928,Anxiety,bupropion
929,Anxiety,clonidine
930,Anxiety,venlafaxine
931,Anxiety,duloxetine
932,Anxiety,paroxetine
933,Anxiety,mirtazapine
934,Anxiety and Stress,sertraline
935,Anxiety and Stress,citalopram
936,Anxiety and Stress,fluoxetine
937,Anxiety and Stress,amitriptyline
938,Anxiety and Stress,venlafaxine
939,Anxiety and Stress,paroxetine
940,Anxiety and Stress,prazosin
941,Anxiety and Stress,fluvoxamine
942,Generalized Anxiety Disorder,escitalopram
943,Generalized Anxiety Disorder,quetiapine
944,Generalized Anxiety Disorder,sertraline
945,Generalized Anxiety Disorder,citalopram
946,Generalized Anxiety Disorder,pregabalin
947,Generalized Anxiety Disorder,venlafaxine
948,Generalized Anxiety Disorder,duloxetine
949,Generalized Anxiety Disorder,paroxetine
950,Anxiety,clonazepam
951,Anxiety,alprazolam
952,Anxiety,lorazepam
953,Anxiety,buspirone
954,Anxiety,hydroxyzine
955,Anxiety,diazepam
956,Anxiety,escitalopram
957,Anxiety,gabapentin
958,Anxiety,propranolol
959,Anxiety,trazodone
960,Anxiety,bupropion
961,Anxiety,clonidine
962,Anxiety,venlafaxine
963,Anxiety,duloxetine
964,Anxiety,paroxetine
965,Anxiety,mirtazapine
966,Aortic Aneurysm,metoprolol
967,Aortic Stenosis,propranolol
968,Prosthetic Heart Valves - Thrombosis Prophylaxis,aspirin
969,Prosthetic Heart Valves - Thrombosis Prophylaxis,warfarin
970,Prosthetic Heart Valves - Thrombosis Prophylaxis,dipyridamole
971,Aortic Stenosis,propranolol
972,Aortography,iodixanol
973,Aortography,iohexol
974,Auditory Processing Disorder,dexmethylphenidate
975,"Aphthous Stomatitis, Recurrent",colchicine
976,"Aphthous Stomatitis, Recurrent",hydrocortisone
977,Aphthous Ulcer,triamcinolone
978,Aphthous Ulcer,dexamethasone
979,Aphthous Ulcer,benzocaine
980,Aplastic Anemia,filgrastim
981,Aplastic Anemia,sargramostim
982,Aplastic Anemia,"lymphocyte immune globulin, anti-thy (equine)"
983,Aplastic Anemia,eltrombopag
984,Apnea of Prematurity,theophylline
985,Apnea of Prematurity,caffeine
986,Appendectomy,piperacillin / tazobactam
987,Appendicitis,piperacillin / tazobactam
988,Antiphospholipid Syndrome,warfarin
989,Antiphospholipid Syndrome,aspirin
990,Antiphospholipid Syndrome,heparin
991,HIV Infection,lamivudine
992,HIV Infection,efavirenz / emtricitabine / tenofovir
993,HIV Infection,ritonavir
994,HIV Infection,emtricitabine / tenofovir
995,HIV Infection,tenofovir
996,HIV Infection,abacavir
997,Respiratory Distress Syndrome,beractant
998,Respiratory Distress Syndrome,poractant
999,Respiratory Distress Syndrome,calfactant
1000,Occipital Neuralgia,gabapentin
1001,Occipital Neuralgia,carbamazepine
1002,Occipital Neuralgia,citalopram
1003,Occipital Neuralgia,pregabalin
1004,Arrhythmia,amiodarone
1005,Arrhythmia,verapamil
1006,Arrhythmia,propranolol
1007,Arrhythmia,dofetilide
1008,Arrhythmia,lidocaine
1009,Arrhythmia,mexiletine
1010,Arrhythmia,disopyramide
1011,Arrhythmia,phenytoin
1012,Arrhythmia,quinidine
1013,Arrhythmia,procainamide
1014,Arsenic Poisoning,dimercaprol
1015,Atherosclerosis,rosuvastatin
1016,Arteriosclerotic Dementia,ergoloid mesylates
1017,Coronary Artery Disease,lisinopril
1018,Coronary Artery Disease,amlodipine
1019,Coronary Artery Disease,perindopril
1020,Coronary Artery Disease,amlodipine / atorvastatin
1021,Coronary Artery Disease,isoxsuprine
1022,Coronary Artery Disease,rivaroxaban
1023,Rheumatoid Arthritis,methotrexate
1024,Rheumatoid Arthritis,prednisone
1025,Rheumatoid Arthritis,meloxicam
1026,Rheumatoid Arthritis,hydroxychloroquine
1027,Rheumatoid Arthritis,sulfasalazine
1028,Rheumatoid Arthritis,leflunomide
1029,Rheumatoid Arthritis,diclofenac
1030,Rheumatoid Arthritis,naproxen
1031,Rheumatoid Arthritis,celecoxib
1032,Rheumatoid Arthritis,acetaminophen / hydrocodone
1033,Rheumatoid Arthritis,ibuprofen
1034,Osteoarthritis,meloxicam
1035,Osteoarthritis,diclofenac
1036,Osteoarthritis,naproxen
1037,Osteoarthritis,ibuprofen
1038,Osteoarthritis,celecoxib
1039,Osteoarthritis,chondroitin / glucosamine
1040,Osteoarthritis,diclofenac
1041,Osteoarthritis,etodolac
1042,Osteoarthritis,prednisone
1043,Osteoarthritis,aspirin
1044,Osteoarthritis,nabumetone
1045,Osteoarthritis,duloxetine
1046,Reiter's Syndrome,adalimumab
1047,Rheumatoid Arthritis,methotrexate
1048,Rheumatoid Arthritis,prednisone
1049,Rheumatoid Arthritis,meloxicam
1050,Rheumatoid Arthritis,hydroxychloroquine
1051,Rheumatoid Arthritis,sulfasalazine
1052,Rheumatoid Arthritis,leflunomide
1053,Rheumatoid Arthritis,diclofenac
1054,Rheumatoid Arthritis,naproxen
1055,Rheumatoid Arthritis,celecoxib
1056,Rheumatoid Arthritis,acetaminophen / hydrocodone
1057,Rheumatoid Arthritis,ibuprofen
1058,Arthrography,iohexol
1059,Pulmonary Fibrosis,mycophenolate mofetil
1060,Pulmonary Fibrosis,infliximab
1061,Ascariasis,albendazole
1062,Ascariasis,mebendazole
1063,Ascariasis,pyrantel
1064,Ascariasis,ivermectin
1065,Ascariasis,nitazoxanide
1066,Ascariasis,albendazole
1067,Ascariasis,mebendazole
1068,Ascariasis,pyrantel
1069,Ascariasis,ivermectin
1070,Ascariasis,nitazoxanide
1071,Ascariasis,albendazole
1072,Ascariasis,mebendazole
1073,Ascariasis,pyrantel
1074,Ascariasis,ivermectin
1075,Ascariasis,nitazoxanide
1076,Ascites,furosemide
1077,Ascites,hydrochlorothiazide / spironolactone
1078,Ascites,torsemide
1079,Ascites,amiloride
1080,Ascites,bumetanide
1081,Ascites,triamterene
1082,Ascites,ethacrynic acid
1083,Aseptic Necrosis,ibuprofen
1084,Aseptic Necrosis,alendronate
1085,Aseptic Necrosis,diclofenac
1086,Aseptic Necrosis,aspirin
1087,Aseptic Necrosis,naproxen
1088,Asperger Syndrome,risperidone
1089,Asperger Syndrome,olanzapine
1090,Asperger Syndrome,lisdexamfetamine
1091,"Aspergillosis, Aspergilloma",itraconazole
1092,"Aspergillosis, Aspergilloma",amphotericin b
1093,"Aspergillosis, Aspergilloma",amphotericin b lipid complex
1094,"Aspergillosis, Invasive",voriconazole
1095,"Aspergillosis, Invasive",posaconazole
1096,"Aspergillosis, Invasive",itraconazole
1097,"Aspergillosis, Invasive",amphotericin b
1098,"Aspergillosis, Invasive",caspofungin
1099,"Aspergillosis, Invasive",amphotericin b liposomal
1100,"Aspergillosis, Invasive",isavuconazonium
1101,"Aspergillosis, Invasive",amphotericin b lipid complex
1102,"Aspergillosis, Invasive",voriconazole
1103,"Aspergillosis, Invasive",posaconazole
1104,"Aspergillosis, Invasive",itraconazole
1105,"Aspergillosis, Invasive",amphotericin b
1106,"Aspergillosis, Invasive",caspofungin
1107,"Aspergillosis, Invasive",amphotericin b liposomal
1108,"Aspergillosis, Invasive",isavuconazonium
1109,"Aspergillosis, Invasive",amphotericin b lipid complex
1110,Aspiration Pneumonia,prednisone
1111,Aspiration Pneumonia,clindamycin
1112,Aspiration Pneumonia,amoxicillin / clavulanate
1113,Aspiration Pneumonia,metronidazole
1114,Aspiration Pneumonia,dexamethasone
1115,Aspiration Pneumonia,lansoprazole
1116,Aspiration Pneumonia,piperacillin / tazobactam
1117,Aspiration Pneumonia,ampicillin / sulbactam
1118,Aspiration Pneumonia,cefoxitin
1119,Aspiration Pneumonia,cilastatin / imipenem
1120,Aspiration Pneumonia,prednisone
1121,Aspiration Pneumonia,clindamycin
1122,Aspiration Pneumonia,amoxicillin / clavulanate
1123,Aspiration Pneumonia,metronidazole
1124,Aspiration Pneumonia,dexamethasone
1125,Aspiration Pneumonia,lansoprazole
1126,Aspiration Pneumonia,piperacillin / tazobactam
1127,Aspiration Pneumonia,ampicillin / sulbactam
1128,Aspiration Pneumonia,cefoxitin
1129,Aspiration Pneumonia,cilastatin / imipenem
1130,Aspiration Pneumonia,prednisone
1131,Aspiration Pneumonia,clindamycin
1132,Aspiration Pneumonia,amoxicillin / clavulanate
1133,Aspiration Pneumonia,metronidazole
1134,Aspiration Pneumonia,dexamethasone
1135,Aspiration Pneumonia,lansoprazole
1136,Aspiration Pneumonia,piperacillin / tazobactam
1137,Aspiration Pneumonia,ampicillin / sulbactam
1138,Aspiration Pneumonia,cefoxitin
1139,Aspiration Pneumonia,cilastatin / imipenem
1140,Asthma,montelukast
1141,Asthma,prednisone
1142,Asthma,ipratropium
1143,Asthma,flunisolide
1144,Asthma,methylprednisolone
1145,Asthma,dexamethasone
1146,Asthma,formoterol / mometasone
1147,Asthma,triamcinolone
1148,Asthma,fluticasone / vilanterol
1149,Asthma,levalbuterol
1150,Asthma,ciclesonide
1151,"Asthma, acute",albuterol
1152,"Asthma, acute",prednisolone
1153,"Asthma, acute",methylprednisolone
1154,"Asthma, acute",epinephrine
1155,"Asthma, acute",hydrocortisone
1156,"Asthma, acute",theophylline
1157,"Asthma, acute",dexamethasone
1158,"Asthma, acute",levalbuterol
1159,"Asthma, acute",terbutaline
1160,"Asthma, acute",albuterol
1161,"Asthma, acute",prednisolone
1162,"Asthma, acute",methylprednisolone
1163,"Asthma, acute",epinephrine
1164,"Asthma, acute",hydrocortisone
1165,"Asthma, acute",theophylline
1166,"Asthma, acute",dexamethasone
1167,"Asthma, acute",levalbuterol
1168,"Asthma, acute",terbutaline
1169,Allergic Asthma,terbutaline
1170,Allergic Asthma,salmeterol
1171,"Asthma, Maintenance",albuterol
1172,"Asthma, Maintenance",montelukast
1173,"Asthma, Maintenance",fluticasone
1174,"Asthma, Maintenance",fluticasone / salmeterol
1175,"Asthma, Maintenance",budesonide
1176,"Asthma, Maintenance",budesonide / formoterol
1177,"Asthma, Maintenance",theophylline
1178,"Asthma, Maintenance",beclomethasone
1179,"Asthma, Maintenance",albuterol
1180,"Asthma, Maintenance",montelukast
1181,"Asthma, Maintenance",fluticasone
1182,"Asthma, Maintenance",fluticasone / salmeterol
1183,"Asthma, Maintenance",budesonide
1184,"Asthma, Maintenance",budesonide / formoterol
1185,"Asthma, Maintenance",theophylline
1186,"Asthma, Maintenance",beclomethasone
1187,Asystole,epinephrine
1188,Asystole,vasopressin
1189,Asystole,sodium bicarbonate
1190,Asystole,calcium chloride
1191,Atherosclerosis,rosuvastatin
1192,Tinea Pedis,clotrimazole
1193,Tinea Pedis,ketoconazole
1194,Tinea Pedis,terbinafine
1195,Tinea Pedis,econazole
1196,Tinea Pedis,terbinafine
1197,Tinea Pedis,betamethasone / clotrimazole
1198,Tinea Pedis,tolnaftate
1199,Tinea Pedis,ciclopirox
1200,Tinea Pedis,miconazole
1201,Tinea Pedis,griseofulvin
1202,Atopic Dermatitis,triamcinolone
1203,Atopic Dermatitis,clobetasol
1204,Atopic Dermatitis,betamethasone
1205,Atopic Dermatitis,fluocinonide
1206,Atopic Dermatitis,hydrocortisone
1207,Atopic Dermatitis,tacrolimus
1208,Atopic Dermatitis,prednisone
1209,Atopic Dermatitis,mometasone
1210,Atopic Dermatitis,desonide
1211,Atopic Dermatitis,fluocinolone
1212,Atopic Dermatitis,desoximetasone
1213,Atopic Dermatitis,fluticasone
1214,Atopic Dermatitis,methylprednisolone
1215,Atopic Dermatitis,dexamethasone
1216,Atopic Dermatitis,azathioprine
1217,Eczema,triamcinolone
1218,Eczema,mometasone
1219,Eczema,hydrocortisone
1220,Eczema,clobetasol
1221,Eczema,desonide
1222,Eczema,prednisone
1223,Eczema,fluocinonide
1224,Eczema,ranitidine
1225,Eczema,desoximetasone
1226,Eczema,methotrexate
1227,Eczema,halobetasol
1228,Eczema,pimecrolimus
1229,Eczema,dexamethasone
1230,Eczema,fluocinolone
1231,Eczema,alclometasone
1232,Eczema,azathioprine
1233,Atrial Fibrillation,digoxin
1234,Atrial Fibrillation,metoprolol
1235,Atrial Fibrillation,diltiazem
1236,Atrial Fibrillation,flecainide
1237,Atrial Fibrillation,sotalol
1238,Atrial Fibrillation,carvedilol
1239,Atrial Fibrillation,propafenone
1240,Atrial Fibrillation,rivaroxaban
1241,Atrial Fibrillation,dronedarone
1242,Atrial Fibrillation,clonidine
1243,Atrial Fibrillation,propranolol
1244,Atrial Flutter,diltiazem
1245,Atrial Flutter,flecainide
1246,Atrial Flutter,sotalol
1247,Atrial Flutter,propafenone
1248,Atrial Flutter,dronedarone
1249,Atrial Flutter,esmolol
1250,Atrial Flutter,ibutilide
1251,Atrial Tachycardia,verapamil
1252,Atrial Tachycardia,adenosine
1253,Atrophic Urethritis,estradiol
1254,Atrophic Urethritis,estradiol
1255,Atrophic Urethritis,conjugated estrogens
1256,Atrophic Urethritis,conjugated estrogens
1257,Atrophic Urethritis,estradiol / norethindrone
1258,Atrophic Vaginitis,estradiol
